review;sentiment
how can this movie have a 5.5 this movie was a piece of skunk s**t. first the actors were really bad i mean chainsaw Charlie was so retarded. because in the very beginning when he pokes his head into the wooden hut (that happened to be about oh 1 quarter of an inch thick (that really cheap as* flimsy piece of wood) and he did not even think he could cut threw it)second the person who did the set sucks as* at supplying things for them to build with. the only good thing about this movie is the idea of this t.v. show. bottom line DO NOT waste your hard earned cash on this hunk of s**t they call a movie.<br /><br />rating:0.3;negative
"This production was quite well done for a television original, providing a very appropriate original slant on Swift's work. To make the frame story work well the film begins with Gulliver arriving home. Everyone who has read the book knows that will happen anyway. The frame story of the book has Gulliver's crazed confusion in sections. For example, he is horrified that he will trample little people in England because he has just returned from a land of giants. But the film has all the book sections within one long voyage. When Gulliver narrates his travels the editing cuts from England to the travel are very effective. I confess I found them intrusive and irritating at first, then they became natural. By the end, moreover, they have become a welcome addition to the story. As he tells his adventures to a larger and larger audience, more and more people listen to his compelling fantasy even though they doubt its truth. For example, his hatred of filthy Yahoos and admiration of pure logic from the fourth section comes across well when he is defending his own sanity. The intercuts between events in England and similar events or scenes in the tale is very effective. For example, ripping the cloth from the table to suggest the motion of towing a group of ships is inspired filming. The addition of Gulliver's family threatened by the lecherous doctor works well. Swift only hints at this by having the long-suffering wife protest against further voyages. It becomes a natural part of this story. The casting and acting were competent throughout. Some roles were exemplary. Omar Sharif's mad magician is superb. O'Toole's little emperor is doddering delightfully toward senility. Many specific complaints made by other writers here strike me as simple personal preference, which, after all, is what we are about here. I read the abridged version several times a year from fourth grade on. I may have escaped the complete version until a college class but have read it a few times since. And I had to start it again as I began reading about this film. While the Danson version is superior to any previous film, it does not replace the book. However, I think it will bring many readers to the book. If you have not read the book, enjoy this movie then go to the source. If you appreciate the satire in it, find Swift's ""A Modest Proposal"" and his ""Drapier's Letters."" Both are satires attacking the wretched treatment of Ireland and the Irish during Swift's time. The drapier protests cheap, inflated copper coins being dumped on Ireland. These were Wood's light weight coinage, not good for face value in paying taxes and official debts. The outcry from Swift's satire caused the coins to be sent to another mistreated British territory, the American colonies. The universal satire in Swift's book and this movie just poke fun; they cannot change human nature. Give Danson's torturous experiences a chance. I think you will find them thought provoking and entertaining.";positive
This is an awful film. Yea the girls are pretty but its not very good. The plot having a cowboy get involved with an Indian maiden would be interesting if the sex didn't get in the way. Well, okay it might be interesting, but its not, because its so badly paced and and only partly acted. I can only imagine what the close ups of the dancing tushes looked like on a big screen, probably more laughable then they do on TV. (I won't even mention the topless knife fight between two women who are tied together and spend the whole thing chest to chest. Never read about that in the old west) This is a film that requires liberal use of fast forward.<br /><br />I like schlock films but this is ridiculous. There is a reason that I don't go for this sort of films and that they tend not be very good, the plot taking a back seat to breasts. The original nudie cuties as they are called were originally nudist films or films where there was no touching but as the adult industry began to grow the film makers either tried to be clever or tried to exploit something else in order to put butts in seats. The clever ones were very few which only left hacks who were of limited talent. The comedies often came off best with the humor approaching the first grade level, infantile but harmlessly fun. Something that could rarely be said about any other genre cross dressed as a nudie.<br /><br />The Ramrodder looks good and has a couple of nice pieces but its done in by being neither western nor sex film.<br /><br />I need not watch this again.<br /><br />Of interest to probably no one, the rapist and killer in the film was played by Bobby Beausoleil, a member of the Manson family who was arrested for murdering a school teacher not long after filming wrapped.<br /><br />Obviously these sort of things will ruin some peoples lives.;negative
"First off, if you're planning on watching this, make sure to watch the UNCUT version (although it is very interesting to go back and then watch the scenes that were tampered with due to censorship), it makes a HUGE difference. This film is about a young woman, played by Barbara Stanwyck, who since the age of 14 has been forced into prostitution by her own father. When her father suddenly passes away, she is able to go out into the world on her own. After reading about Nietzsche's philosophies on life, she uses her sexuality to manipulate men into giving her what she wants and leaves them in ruins and desperate for her love. Throughout the movie she becomes increasingly materialistic and manipulative and the audience begins to wonder is she has any sense of morality left at all. Overall, Baby Face is a very shocking movie with blatant scenes of sexuality that most people would not expect to see in a black and white film. While no sexual acts are explicitly shown on screen, it is very obvious what is happening off camera.<br /><br />I enjoyed watching this film very much and I believe most modern audiences will get at least some enjoyment out if it, especially with the films shock value. I did think while watching it that the pacing seemed a bit slow at parts, but I think that about most movies the first time is see them. Actually, I think that almost all movies I've seen made from the early 30's had some minor pacing problems or certain parts just didn't quite ""flow"" right. This was probably just the craft of film-making wasn't quite perfected yet  it would take just a few more years. Compare a film from 1939 and compare it with an early 30's film and I think you'll see what I mean.<br /><br />Once again, I'm very glad I was able to watch the original cut; it really does make a big difference. Also any John Wayne fans will be surprised to see him in this movie before he was famous in an uncharacteristic role.";positive
Ron Hall pulls a triple threat as he writes, directs and stars in 'Vampire Assassins'. Derek Washington (Hall) is your clichéd cop-on-a-mission who finds himself up to his neck in some nasty vampire action. Tossing away his badge he searches for the last vampire slayer (no not Buffy!) to take back the streets and vanquish the bloodsuckers back to the grave.<br /><br />'Vampire Assassins' is a horrible film. It rips off so many other films (can you say Blade?) that it never even attempts to establish it's own identity. The script is non existent. The action is horrible. Who says a micro-budget stimulates creativity? There is nothing even remotely interesting here. You will get nothing out of this except a headache. Stay away at all costs.;negative
Of the Korean movies I've seen, only three had really stuck with me. The first is the excellent horror A Tale of Two Sisters. The second and third - and now fourth too - have all been Park Chan Wook's movies, namely Oldboy, Sympathy for Lady Vengeance), and now Thirst. <br /><br />Park kinda reminds me of Quentin Tarantino with his irreverence towards convention. All his movies are shocking, but not in a gratuitous sense. It's more like he shows us what we don't expect to see - typically situations that go radically against society's morals, like incest or a libidinous, blood-sucking, yet devout priest. He's also quite artistically-inclined with regards to cinematography, and his movies are among the more gorgeous that I've seen.<br /><br />Thirst is all that - being about said priest and the repressed, conscience-less woman he falls for - and more. It's horror, drama, and even comedy, as Park disarms his audience with many inappropriate yet humorous situations. As such, this might be his best work for me yet, since his other two movies that I've seen were lacking the humor element that would've made them more palatable for repeat viewings.;positive
"If you are a Catalan nationalist anarcho-socialist with unnuanced reverence for the mythologies of the Spanish republic, this movie may be for you. Two brothers, real-life ones (one of them being Marc Recha himself), re-enact a fictional version of a real-life journey they had made through the spectacular Catalan countryside, and history is evoked (pans of bullet-holed walls, artillery booms on the soundtrack) but not shown. There is very little dialog, and most of it is incidental: the story is told in a third-person voice-over, the voice being that of an actress impersonating the real-life sister of the real-life brothers. The images have little to do with what story line there is, which isn't much. Many are stunning, brooding pans across stark semi-arid mountains and rivers (think Terrence Malick or Gus Van Sant -- there's not a little of both ""Gerry"" and ""Last Days"" here), interspersed with some stunning still images and motionless frames. These are best enjoyed within the film's superb natural sound environment and without the ultimately tedious narration or even the occasional background music (some quite good, some rather odd, but all gratuitous). The best of what this movie has to say is said in these sequences, with their occasional comment-less inclusion of power stations and dams.<br /><br />The relationship between the brothers is left sketchy and generic; a major character is a man-biting catfish, never shown. The more the Catalano-nationalist anarcho-whateverist commitments of the director are suggested, the more the film's richer, unspoken message is subverted and the more irritatingly narcissistic the experience becomes. Though the director said at the NYFF screening that the film was conceived from the beginning with its third-person narrative, I'd like to see a version of it without the narrative or the music and with only the natural soundtrack and minimalist dialog -- the result might be more moving, and would in any case not be that much less baffling.<br /><br />Meantime, this is most likely the only film you will see this year in which a guy strides into the frame with a cloth object (the bathing suit he had been wearing?) dangling from his penis. This is one of the few moments in the whole movie in which your interest is (sorry) pricked by something that's actually happening on screen (what is that? why's it hanging there?), but, as usual, no answers are provided. Very Warholian, very sixties, and a not a little tiresome.";negative
Sometimes a movie is so bad it's kind of good. This movie was made in Germany and is dubbed in English, so you have to get past that. The acting also was stilted and forced, other than what was done by the real rats, who IMO did an excellent job of acting the part. Snaps to the rat wrangler. Anyway, the mayor of the city has decided to cut costs and the local garbage collectors go on strike as a result, thus leaving large piles of trash everywhere. This storyline has been used before, not to mention has happened in real life (too often unfortunately) and the audience is not in for any surprises. But this is fine. We know what's going to happen and when, and sometimes an audience needs a movie where a lot of brain cells are not necessary to follow along. We have our hero, down to the chiseled face and body, the semi-hero(s), and of course our heroine, who happens to be the doctor, but only still in training, though it is she who discovers what really is going on when so many people end up sick and dying, and not just from a rat bite. Of course the villain must die (okay, all the villains, meaning the rats), and the ending scene is one of those that reminds the audience that a sequel is in the works. This is one of those movies that you just sit back and enjoy for what it is and what it is not.;positive
Oh my god! This movie insults the intelligence of everybody. I mean really, who thinks three kids can fight 30 to 40 ninjas and win. Not to mention the brainless humor thrown in. This film is baaaaaaaaaaaaaad. The movie is an omen, the only thing it's good for is a time killer or unintentional laughs.;negative
"Well, I couldn't even enjoyed this movie much for its cult values. It's a B-movie action-flick, by the director of ""Commando"", that is however far too lame and silly to consider it a good B-movie with enough entertainment value in it.<br /><br />It's an '90's flick but foremost the movie should remind of an '80's action movie, when these type of B-movies were at an all time high. These movies always went over-the-top and never paid much attention to its story or acting. It was all about blowing stuff up, big muscle heroes and bullets flying around. This movie has all of that ingredients in it but yet I really didn't liked watching this movie as much as I like watching some similar type of movies. Hard to say why really, since the story and acting and such are just as bad as would be the case in basically any other genre movie from the same era.<br /><br />It's probably because the movie is being often far too silly. All these type of movies have its silly moments but this movie is just filled with it. The fighting, Dolph Lundgren running around shirtless, the characters, the story. It all just isn't very good because it's often just too lame for words. The story at times isn't even trying to make a bit sense and what's even the main plot-line of the overall movie? Its story is all over the place really and seems only to be written to create a movie out of with fighting sequences, gun fights and such. And those sequences aren't even much good to watch really. The moments are way too short and quite disappointing to watch really, from the man who brought us ""Commando"".<br /><br />It's foremost a Dolph Lundgren, in which he gets to play the big action hero star, who kicks butt with seemingly relative ease, knows how to handle guns and other weapons and of course also gets the girl, played by Tia Carrere. This all also brings us one of the worst montage sequence in action movie history and also definitely one of the worst sex sequence I have seen in any movie really. Both are just too lame for words and just very poorly put together.<br /><br />None of the characters work out really. The good guys are cops but they never seem to behave like one. They simply kill around without having to face responsibility to anyone and they are not very keen on making any arrest, or to inform anyone about their discoveries. Not even when they find out a big Japanese crime syndicate is trying to take over the streets of L.A. and a beer brewery is working as a cover for a drugs factory and large scale drugs smuggling. And also just think about it for a moment, what is Brandon Lee's overall purpose in the movie? The movie could had easily done without him and the girl as well.<br /><br />Too silly, lame and simplistic and just not entertaining enough.<br /><br />4/10";negative
I saw this movie a time ago, because some of my friends wanted to rent it, and I got voted down.. I tried as best I could to get the story, because some moviemag had said that this would be a movie that would be for Rob Lowe, that Pulp Fiction had been for John Travolta... Well.. we can all see that he not only failed, but he fell aaall the way down. This is actually the worst film I've ever seen, and I've seen a great deal of bad movies.. it's just not even worth seeing for free on tv.;negative
"Having not seen all the films released in 2002, I can't say that this is the best film of the year. I can say that it is the best film I have seen all year. <br /><br />Most American films featuring black people either obsess over the American preoccupation with ""race relations"", or fall into the cliches of the inner city ghetto, with every sterotype imaginable spouting ebonic-phrased slang. Antwone Fisher stands proudly alone in this regard: race is irrelevant, save for one fight that may, or may not, have been provoked by a racial slur.<br /><br />Antwone Fisher's story is one that should find resonance with any empathic individual. He is understatedly, and thoughtfully, portrayed by Derek Luke. Denzel Washington, while obviously using his star power to have the film made, sticks to the background for the most part, and allows the film to be the Antwone Fisher story. <br /><br />At a time when BET, and popular culture in general want to maintain the ghetoization of a large number of Americans (and Canadians too, you know), this is a film that speaks to the humanity in all of us. I just hope that the non-Black audience will go see this film for that humanity, rather than avoiding it because they feel that there are no characters or actors in the movie whom they can identify with. That would be a sad commentary on race-relations in North America in and of itself. <br /><br />";positive
"The production year says it all. The movie is a marauding mess of politically correct leftwing feministic selfappreciating drivel, of a so heavyhanded symbolic variety that comes across as ridiculous today. Every scene has the purpose of shedding light on one of the burning issues of society, mainly the role of females in the working community, the role of women vs men, women as sex objects, consumerism, politics, war, etc. Every scene is commented upon by the inner dialogue of one of the main actresses, or by turning the scene into a surrealistic joke. I have no reminiscence of any plot, or who the main characters actually were. It is the sort of movie, where consumerism is mocked by having a couple make love in a furniture store sales window while the sales agent delivers his speech, or where a revealing interview of a stage actress turns into a fullblown striptease act, for ""of course"" the offensive gentlemen of the press is the equal to a raunchy club audience. Then we move swiftly on, as we need to see war erupt in a peaceful forest, we need to see multiple inflammatory feministic public speeches being drowned in the (male) blowing of cars horns or rioting crowds, and of course we need to see cinema newsreels of Stalin and all the other usual suspects. You get the idea. But all this does not matter at all. The movie is an unsurpassed piece of eyecandy for any (male) Ingmar Bergman aficionado. A movie boasting leads Bibi Andersson, Harriet Andersson and Gunnel Lindblom at the height of their beauty makes this reviewer surrender completely and just drivel  and also delight in watching them so generously use their acting skills in a movie I had never heard about before today. It is hard to believe how especially the face of Bibi Andersson owns the screen every single time she appears. The cinematography is gorgeously orchestrated bw, often revelling in an overexposed (?) dimensionless whitishness, and you just never grow tired of watching the performers. How absurd, that a movie made with so much consideration for the feministic agenda, tirelessly advocating that women should not be viewed as merely an object of desire, has nothing better to offer the 21st century viewer than a parade of stunningly beautiful babes. As mentioned, I am not complaining. I could rewatch it tomorrow.";negative
Firstly, I am a huge fan of crap films. B grade is always good for a laugh. Unfortunately this film is just plain bad. I dressed up as a Zombie for a party and my make up looked better than the ones in this film. Especially the big guy at the beginning, it just looked like a kid had drawn on his face with crayons.<br /><br />The acting is so bad I need not comment on why. The effect are also extremely amateurish, with obvious blood tubes firing a straight jet of blood out the back of zombies heads when they get shot. <br /><br />It also seems many people commenting on this movie are trying to boost the rating. Nobody without their finger in the pie would rate this film above a 5/10. Frankly it is disgraceful that people who worked on this film are boosting their own ratings.<br /><br />I suggest everyone avoid this movie, it isn't worth wasting the 90 minutes of your life.<br /><br />Absolutely awful.;negative
Amazing acting, music. A simple and clear plot but it drew me in and kept me captivated all the way through. I don't know why it was so fantastic but it simply was. So many of the characters were so real. It moved me and made me think I would like to watch more like this.<br /><br />The idea of a school trip as a forum for such an amazing plot was a genius idea and so many of the people were like people were like those encountered every day by teachers in the classroom.<br /><br />The film tackles issues of religion, prejudice,drugs friendship, memories, difficult experiences and simple the diversity of life itself.;positive
David Dhawan copied HITCH and such an unofficial copy The film isn't even 1/2 as funny or amusing as the original it's boring with forced stories like the Lara track of having a child and no hubby Plus there is an unwanted stupid Chota DON and David tries to choke drama too but the film looks disjointed, boring<br /><br />Songs just pop in, so does romance and everything barring some funny Govinda scenes, the dance before interval nothing else is worth mentioning The last few scenes are quite funny but there tend to get too long<br /><br />David's direction is as bad as MAINE PYAAR KYUN KIYAA, he needs to change his style or attempt something good Music is saving grace, some songs are good but the situations seem forced<br /><br />Govinda looks overweight and seems too loud and screams his lines in initial reels but he gets into the groove and gives his best in the office and the scene with Salman in his cabin and towards the end<br /><br />Salman just plays himself and his nasal tone plus his fake style of acting is a headache<br /><br />Lara is avoidable, Katrina is fake as usual<br /><br />The kid overacts;negative
I knew as soon as I saw the first trailer for Black Snake Moan that I would have to see it. I was not disappointed in the slightest in the film, which was written and directed by Hustle and Flow's creator Craig Brewer. It tells the story of a broken blues man and the nymphomaniac he aims to cure not just for her sake, but also his own...yet it's so much more than that. It's complex and rich and it manages to steep you in a gritty, sticky, sultry blue Memphis without making you feel like you need a bath afterward.<br /><br />The characters are (for the most part) multifaceted and very well-written and performed. The accents and the dialogue were carried off flawlessly. However, there was one weak link in the chain: Justin Timberlake. The best I can say for him is that he can pull off crying...it's a rare male actor who can cry convincingly. However, Justin's Ronnie was flat, but as an actor he was trying very hard. I would definitely give him another chance.<br /><br />Lazarus and Rae (Samuel L. Jackson and Christina Ricci respectively) have a great chemistry and a great respect for each other. This is one of those films where it doesn't matter how good one actor is if the other one isn't up to the task and, luckily, both of the actors were up to the task.<br /><br />The music was very bit as good as you would expect, especially when Mr. Samuel L. Jackson sings the blues. Phenomenal.<br /><br />On the technical side, all was brilliance as far as I could see. It was well-edited, well shot, and well-mixed...everything was great. The character and set designs were just right, the casting of the supporting characters (even Justin Timberlake and especially Kim Richards) was spot on... Loved it.;positive
Admittedly, I watched this piece with already VERY low expectations. Dieter Bohlen is a rather untalented composer parvenu whose lack of talent is only surpassed by the size of his ego.<br /><br />This was the first cartoon movie that I watched that was 100 per cent humor free. It is rude, offensive, redneck and blatantly anti- women. As such, it is a creation befitting Bohlen, but the average viewer will be rather put off by it. No wonder that it was never shown in a cinema theater: It would've bombed BIG time!<br /><br />Not even the expense of 6.5 MegaEuros were able to save this utter piece of crap. Save your time... and money!;negative
This has got to be one of absolute worst movies I've ever seen in my life. The writing and acting are just pathetic. It ranks right up there with Uncle Sam on the all time worst movies ever made. However, when I see crap like this able to make it to video, it really inspires me to pursue my wild dreams of making films because I know I could do a better job than what the makers of Killers did.;negative
I rented this movie when it came out on video tape and really enjoyed it. I had the opportunity to purchase it on DVD a few weeks ago and have watched it several times since. I would have to agree with others when they said Indian Summer was nostalgic film. When I watch it I wish that I could be 10-14 again. I think that is why we all like the movie to some extent. We all at times wish that we could relive our lives as children with the wisdom/knowledge of adults. Wouldn't it be nice to have all your friends/parents be young again? To not have to worry about your job, being a parent etc...??? I know that I would like to jump into a De Lorean and go back in time. While I enjoyed the film very much my all time favorite camp film though is Meatballs with Bill Murray. I wish that they could make an Indian Summer version of that.;positive
"Catherine Zeta-Jones and Aaron Eckhart star in a ""romantic"" drama about an uptight chef played by Zeta-Jones, who ends up carrying for her niece when her sister is killed in a car crash. While she's out taking care of family matters she's replaced by Eckhart.<br /><br />Unfunny maudlin tale with no chemistry between the leads (she's a dead fish and he's okay, but not much of anything). Watching this I was wondering why anyone would want to see this since Zeta-Jones' character is so unlikable. Come on she's so obsessed with cooking and being the best all she does is cook for her therapist or talk about food. Ugh. I won't use any of the numerous puns that come to mind. I couldn't finish it.";negative
"The film is not for everyone. Some might think the acting is bad when it is actually understated and natural. There are no obviously evil acts and there are no stunningly beautiful moments. There is a lot of indecision, an lot of conflicting feelings.<br /><br />Actually this film takes a very honest look at a very complex subject, Sex with minors. It is complex because the characters are trying to deal with love and sex when her body and hormones are still developing and both of their minds and personalities are still developing. Complex also because society has very simplistic views of sex with minors, and complex, because the characters don't know if society is right or if their instincts are right.<br /><br />Some will not like the movie because it leaves unanswered questions. Questions such as who was really in charge of the relationship, who was damaged, did good come out of it, was it art, who was damaged more, did some of the problems with their relationship stem from it being forbidden by society, did some of the problems stem from their own immaturity, and probably most important, was this truly a crime?<br /><br />The film is resolutely neutral on all of this, and it is this neutrality that is its strength. It is the reason for the understated acting, the simple sets, the lack of background music, soft lighting, and the general ""flat"" presentation. The message is clear. We don't really understand this kind of relationship today, and quick judgments are bound to be shallow.";positive
"""Clubbed"" is yet another 'will-this-do?' entry into the Brit fisticuffs genre and is sure to keep punters who aren't expecting too much moderately entertained for ninety minutes after a few beers. However, for anyone seeking intelligent, quality entertainment it's really best avoided.<br /><br />There are so many misnomers in the appalling script that even an actor of the calibre of Colin Salmon is left looking daft. The action is set in the 1980s, but it's never clear why, especially when they haven't been able to pull off any convincing feel for that decade - it takes more than a few 80s soul records on the soundtrack, the occasional zoot suit and a handful of 30-year-old cars. Then we see central characters studying texts such as Sun Tzu's ""The Art Of War"" and speaking about how violence should be a last resort, while the same characters seem only too willing to start doling out punches with all the testosterone-fuelled, unthinking abandon of a bunch of chavs fighting over a bag of chips.<br /><br />Character development does not exist in ""Clubbed"". Nor does irony, subtlety or pathos. This is a film which trades on fond memories of Guy Richie's early gangster films, which despite their flaws certainly had much more wit, better editing, snappier dialogue and packed more emotional punch than this limp little saga. They're a decade old now, anyway - isn't it time we moved on from trying to emulate them?";negative
The Neil Simon's Sunshine Boys starring Walter Matthau and George Burns is a funny comedy on the strange bond to the life and its shortness, but the laughter always bitter taste. Seeing Willy Clark(Matthau) and Al Lewis(Burns) two big theatrical comedy actors now reduced on the imbecility from the hard and unceasing old age you can feel only anger and blue. Willy not ever surrender and continue to look work, while Al is tired for players and he is retired to the country in the house to his daughter. The couple in his old time was truly funny and harmony, but out the scene was a continue squabble and to quarrel, and for eleven years after their broken they not talk between. Now if they would work, they must return together another time for do one of his best old sketch for a comedy story TV show. The meets is explosive and liberating for the old questions. The Neil Simon's screenplay give a certain corrosive spirit to the story and the melancholy and blue overwhelming the many gags and laughter succeeded to generate a good mix also thanks to a great couple Walter Matthu(Nomination Academy Award as Best Actor) and George Burns(Won the Academy Award as Best Support Actor). The two actors are very believable and real and the their harmony seems almost as they real work together for all that time and that realty they not bear between them. The movie is very touching also for its all consuming reality as the story is narrate and how the report Love-Heat that bind the two actors is totally real part to the strange but at the same time ordinarily comprehensible things to the life. My rate is 7.;positive
Boasting the title for the sickest film ever made, PINK FLAMINGOS is an undisputed classic. Sure, the camerawork is shaky and off-center, the story is muddled and slow-paced, and every single character in the movie is repugnant and despicable, but PINK FLAMINGOS has a certain playful charm and brilliant satiric wit that no other movie can match.<br /><br />While this film is indeed an offensive one, reading descriptions of what goes on in the movie is much worse than actually seeing it. Only John Waters can succeed in making rape, murder, sadism, cannibalism, coprophagia, and just about every other form of human debauchery known to man seem absolutely hilarious. This movie must be seen to be believed.;positive
"There are several ways to misunderstand this movie and a couple of them have been shown in some of the past comments. This is a movie to be analyzed as a free recreation of a known subject and therefore not to be compared with the opera, the book or other Carmen movies seen before. It just stands for itself and I must say that this Carmen does it very well. It is a mistake to compare because that is the first step to deny movies the chance to be autonomous creative works of art. Vicente Aranda is a master of atmosphere and the art direction, the costumes and the photography are extremely well put together to achieve a pleasing aesthetic experience. Let's take it as it is.<br /><br />And that brings us to the next misunderstanding. Someone complains about the typical Spanish clichés in the movie. Well, historically the movie is extremely well researched and you can see the results of that very serious work in every scene. It is not only an accurate portrait of the ""black Spain"" of knife and espadrille that Goya portrayed so vividly, but it's also of that part of history as seen by a foreigner fascinated with the folkloric side of that society. Honestly, anyone who doesn't want to see any cliché about Spain shouldn't buy a ticket to see Carmen, but in this case those clichés are presented before they became one and the way to see them is getting rid of our own prejudices.<br /><br />Another important requirement to understand this movie properly is to speak the language. It is not acceptable to criticize any actor performance for not having understood his or her lines. If all the rest of the audience did, the problem most likely lies somewhere else. Paz Vega has an immaculate diction with her Andalusian accent and all she says is understandable and credible. Her Argentinian partner, Leonardo Sbaraglia, gives also a convincing portrait of the Basque officer that became a ""bandolero"", and her accent is very well learned.<br /><br />No less important is to have a minimally open approach to the material. To say that Paz Vega is ""horrible"" suggests that the author of the phrase entered the theater for the wrong reasons. We already had in Spain a critic in one of the most prestigious papers that used to recommend us pictures he found homosexually arousing, without mentioning it explicitly. And that was not totally fair for the rest of us, especially for the ones that hadn't detected that the man was writing with parts of his anatomy that many readers didn't necessarily had to care for. I'm not suggesting at all that the reviewer had the same motivation, but the expectations must have been different as the ones of those among us that went to see a talented and beautiful actress play an almost classic role, because that's what we got. Paz Vega IS Carmen, and an excellent one, in Vicente Aranda's movie.";positive
I bought this on DVD for my brother who is a big Michelle Pfeiffer fan. I decided to watch it myself earlier this week.<br /><br />It is a reasonably entertaining piece containing two completely separate story lines. The section with Michelle Pfeiffer was by far the more interesting of the two. She plays a rising Hollywood actress who has had many short unfulfilling relationships. She literally bumps into Brian Kerwin (A regular married guy with Kids)after driving her car into the back of his. After being initially hostile to one another he offers to drive her home as she no longer feels comfortable to drive. Romance develops eventually leading to tragedy when his wife finds out. What happens at the end I was not prepared for but the slow pacing and routine TV direction takes any drama out of the plot.<br /><br />The other section involves an old Studio boss played by Darren McGavin. This section actually has the better cast with Kenneth McMillan, Lois Chiles, Steven Bauer & Stella Stevens. They all want something from the studio boss but in the end when he is asked to resign, they all realize their careers will now be going nowhere. <br /><br />It passes the time but is not all that interesting and I am glad this was not bought for me. I am not a Michelle Pffeifer fan but she was admittedly the only actor worth watching in this film and even in 1983 she was a decent actress. Overall though unless you are a fan of hers avoid this as it is very routine.;negative
"Says Andy: ""Nobody gets hurt, everybody wins."" Before he says it, we know the opposite is true: Everybody gets hurt, nobody wins. This is a new strand in American movies, or perhaps an old strand brought back at long last. Think ""Eastern Promises"", ""There Will Be Blood"", ""No Country for Old Men"". These movies are dark, serious, extremely well made, and don't care about happy endings. I love them. ""Before the Devil Knows You're Dead"" fits the general description, but creates an atmosphere all its own. Kelly Masterson's debut script is as close as a Hollywood movie will ever get to a Greek tragedy. Paying tribute to fellow veteran director Stanley Donen, Sidney Lumet expertly and soberly turns the sombre story into an outstanding, old school character drama. The opening shots, although of an obese accountant doggy-styling his trophy wife, have the look and feel of a Dutch master's painting. By contrast, the drug dealer's condo looks more like a string of Mondrians. Great performances all around. Only Albert Finney's character Charles feels a little over-acted, eyes wide and mouth agape almost all the time. But then he is in trouble deep, deeper than any of the troubles most of us will ever know. For compensation, Marisa Tomei is super hot. But of course you don't need me to tell you that. Why her character Gina would want to be with a guy like Andy, we're never told, but that's okay. Action is character, after all. The unique and magic touch of Carter Burwell's music makes this fine movie a masterpiece. Don't miss it.";positive
It says a lot about the United Kingdom when television programmes like this not only get made but also run for three series. Unfunny, politically correct to the point of sickening and poorly acted and written. Meera Syal has not been funny or accomplished in anything that she has been in, go on tell me I am wrong, and Jasper Carrott, funny guy as he is, is well past his eighties prime. This is such a bad comedy that it could have been made by ITV but even stinkers like The Upper Hand and the one with James Bolam as a car park attendant look like Fawlty Towers compared to this rubbish. I would love to sit down with the writer/director of this show so that they can point out the humour in this programme. Admittedly the majority of the UK's population is made up of poorly educated chavs but this would not tickle their funny bones. That's if they could tear themselves away from Big Brother or from their mobile phones but that's another story. Complete and utter dirt!;negative
I absolutely LOVED this movie when I was a kid. I cried every time I watched it. It wasn't weird to me. I totally identified with the characters. I would love to see it again (and hope I wont be disappointed!). Pufnstuf rocks!!!! I was really drawn in to the fantasy world. And to me the movie was loooong. I wonder if I ever saw the series and have confused them? The acting I thought was strong. I loved Jack Wilde. He was so dreamy to an 10 year old (when I first saw the movie, not in 1970. I can still remember the characters vividly. The flute was totally believable and I can still 'feel' the evil woods. Witchy poo was scary - I wouldn't want to cross her path.;positive
Don't look for an overdeveloped plotline here....just sit back with some popcorn and enjoy this one. A gallery of stars pop up as the classic cartoon character's villains in this live action comedy, which features incredible makeup and set design, not to mention knockout performances from Beatty, Madonna, and Pacino. Great fun for kids and adults alike.<br /><br />*** out of ****;positive
"The influences of other science fiction and thriller movies and stories are evident throughout this film. The movies that come to mind immediately are Alien, Aliens, and Starship Troopers. The story itself is fairly straightforward and not all that original, hibernated traveling through space, crash landing on planet with no apparent life and a ""deserted"" geological expedition - except when the lights go out, forcing different types of people to work together toward their mutual survival, while the body count mounts. This kind of movie always tends to be fun, as long as it's done well. I believe that Pitch Black was done well. The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.<br /><br />Vin Diesel plays Riddick, the stereotypical convicted criminal who has a murderous past, physically prowess, high tolerance for pain, and conveniently can see in the dark. You know he is going to end up doing the right thing at some point in the movie, because it's hinted throughout the movie that he actually may have a conscience about things.<br /><br />Cole House plays the drug-addicted bounty hunter who's probably in many ways a real bad guy compared to Riddick, as his character reveals itself throughout the movie. It is most likely that he is most courageous when the odds and firepower are in his favor. A very self-serving character that in the end gets what he deserves.<br /><br />Radha Mitchell plays the co-pilot on the doomed vessel, who is jolted out of deep sleep because the ship ran through a meteor swarm or the tail end of a comment. Finding the pilot dead in his sleeping chamber she attempts to land the ship, which leads to our discovery of that's character's potentially fatal flaw - fear of responsibility, accountability, and being a leader. Her character in the short span of the story probably grows the most, in that she actually grows some conviction, takes charge, and doesn't sit around waiting to be gobbled up by night stalking aliens. She in some strange way connects with the ever-distant human side of Riddick, who in turn in the end, respects her for her choices and her sticking with them.<br /><br />The story in some cases plays out as you would expect it, but I think you'll be mildly surprised by which characters survive this harrowing experience. This movie is an entertaining train-wreck in progress to watch. Go watch it!<br /><br />";positive
